| case | group | noc | major | source | receiver | rect | raw route | hops | bytes | iters | seen-issue cyc | seen-sent cyc | sent reqs | recv polls |
| shared_columns | a | 0 | x | `1,2` | `4,5` | `2,3->4,5` | `1,2->4,5` | 6 | 16384 | 4 | min=428 avg=431.000 med=429.500 max=437 | min=58 avg=61.000 med=59.500 max=67 | 4 | 2856 |
| shared_columns | b | 0 | x | `1,6` | `2,7` | `2,7->4,9` | `1,6->2,7` | 2 | 16384 | 4 | min=401 avg=404.500 med=403.500 max=410 | min=31 avg=37.750 med=36.000 max=48 | 4 | 2877 |
| shared_columns | b | 0 | x | `1,6` | `3,7` | `2,7->4,9` | `1,6->3,7` | 3 | 16384 | 4 | min=403 avg=409.750 med=410.500 max=415 | min=36 avg=43.000 med=45.000 max=46 | 4 | 2866 |
| shared_columns | b | 0 | x | `1,6` | `4,7` | `2,7->4,9` | `1,6->4,7` | 4 | 16384 | 4 | min=410 avg=412.500 med=410.500 max=419 | min=40 avg=45.750 med=45.000 max=53 | 4 | 2876 |
| shared_columns | b | 0 | x | `1,6` | `2,8` | `2,7->4,9` | `1,6->2,8` | 3 | 16384 | 4 | min=419 avg=419.750 med=420.000 max=420 | min=49 avg=53.000 med=50.000 max=63 | 4 | 2865 |
| shared_columns | b | 0 | x | `1,6` | `3,8` | `2,7->4,9` | `1,6->3,8` | 4 | 16384 | 4 | min=414 avg=416.750 med=414.500 max=424 | min=44 avg=50.000 med=49.500 max=57 | 4 | 2876 |
| shared_columns | b | 0 | x | `1,6` | `4,8` | `2,7->4,9` | `1,6->4,8` | 5 | 16384 | 4 | min=421 avg=425.000 med=426.000 max=427 | min=55 avg=58.250 med=57.000 max=64 | 4 | 2870 |
| shared_columns | b | 0 | x | `1,6` | `2,9` | `2,7->4,9` | `1,6->2,9` | 4 | 16384 | 4 | min=423 avg=425.750 med=426.000 max=428 | min=55 avg=59.000 med=57.500 max=66 | 4 | 2870 |
| shared_columns | b | 0 | x | `1,6` | `3,9` | `2,7->4,9` | `1,6->3,9` | 5 | 16384 | 4 | min=427 avg=431.000 med=432.000 max=433 | min=62 avg=64.250 med=62.500 max=70 | 4 | 2872 |
| shared_columns | b | 0 | x | `1,6` | `4,9` | `2,7->4,9` | `1,6->4,9` | 6 | 16384 | 4 | min=435 avg=436.250 med=436.500 max=437 | min=66 avg=69.500 med=67.000 max=78 | 4 | 2865 |
| shared_columns | a | 0 | y | `1,2` | `2,3` | `2,3->4,5` | `1,2->2,3` | 2 | 16384 | 4 | min=407 avg=407.500 med=407.500 max=408 | min=37 avg=37.500 med=37.500 max=38 | 4 | 2868 |
| shared_columns | a | 0 | y | `1,2` | `3,3` | `2,3->4,5` | `1,2->3,3` | 3 | 16384 | 4 | min=404 avg=406.000 med=405.500 max=409 | min=34 avg=36.000 med=35.500 max=39 | 4 | 2849 |
| shared_columns | a | 0 | y | `1,2` | `4,3` | `2,3->4,5` | `1,2->4,3` | 4 | 16384 | 4 | min=412 avg=417.500 med=417.500 max=423 | min=42 avg=47.500 med=47.500 max=53 | 4 | 2862 |
| shared_columns | a | 0 | y | `1,2` | `2,4` | `2,3->4,5` | `1,2->2,4` | 3 | 16384 | 4 | min=409 avg=413.000 med=414.000 max=415 | min=39 avg=43.000 med=44.000 max=45 | 4 | 2869 |
| shared_columns | a | 0 | y | `1,2` | `3,4` | `2,3->4,5` | `1,2->3,4` | 4 | 16384 | 4 | min=413 avg=419.500 med=421.500 max=422 | min=43 avg=49.500 med=51.500 max=52 | 4 | 2870 |
| shared_columns | a | 0 | y | `1,2` | `4,4` | `2,3->4,5` | `1,2->4,4` | 5 | 16384 | 4 | min=417 avg=421.000 med=420.000 max=427 | min=47 avg=51.000 med=50.000 max=57 | 4 | 2842 |
| shared_columns | a | 0 | y | `1,2` | `2,5` | `2,3->4,5` | `1,2->2,5` | 4 | 16384 | 4 | min=419 avg=423.750 med=423.500 max=429 | min=49 avg=53.750 med=53.500 max=59 | 4 | 2862 |
| shared_columns | a | 0 | y | `1,2` | `3,5` | `2,3->4,5` | `1,2->3,5` | 5 | 16384 | 4 | min=422 avg=424.000 med=423.000 max=428 | min=52 avg=54.000 med=53.000 max=58 | 4 | 2856 |
| shared_columns | a | 0 | y | `1,2` | `4,5` | `2,3->4,5` | `1,2->4,5` | 6 | 16384 | 4 | min=429 avg=430.000 med=430.000 max=431 | min=59 avg=60.000 med=60.000 max=61 | 4 | 2875 |
| shared_columns | b | 0 | y | `1,6` | `2,7` | `2,7->4,9` | `1,6->2,7` | 2 | 16384 | 4 | min=404 avg=408.500 med=409.500 max=411 | min=34 avg=38.500 med=39.500 max=41 | 4 | 2868 |
| shared_columns | b | 0 | y | `1,6` | `3,7` | `2,7->4,9` | `1,6->3,7` | 3 | 16384 | 4 | min=405 avg=406.000 med=405.500 max=408 | min=35 avg=36.000 med=35.500 max=38 | 4 | 2862 |
| shared_columns | b | 0 | y | `1,6` | `4,7` | `2,7->4,9` | `1,6->4,7` | 4 | 16384 | 4 | min=413 avg=414.500 med=413.000 max=419 | min=43 avg=44.500 med=43.000 max=49 | 4 | 2868 |
| shared_columns | b | 0 | y | `1,6` | `2,8` | `2,7->4,9` | `1,6->2,8` | 3 | 16384 | 4 | min=410 avg=412.250 med=413.000 max=413 | min=40 avg=42.250 med=43.000 max=43 | 4 | 2861 |
| shared_columns | b | 0 | y | `1,6` | `3,8` | `2,7->4,9` | `1,6->3,8` | 4 | 16384 | 4 | min=418 avg=420.000 med=420.500 max=421 | min=48 avg=50.000 med=50.500 max=51 | 4 | 2875 |
| shared_columns | b | 0 | y | `1,6` | `4,8` | `2,7->4,9` | `1,6->4,8` | 5 | 16384 | 4 | min=420 avg=423.500 med=423.500 max=427 | min=50 avg=53.500 med=53.500 max=57 | 4 | 2861 |
| shared_columns | b | 0 | y | `1,6` | `2,9` | `2,7->4,9` | `1,6->2,9` | 4 | 16384 | 4 | min=419 avg=421.750 med=421.500 max=425 | min=49 avg=51.750 med=51.500 max=55 | 4 | 2868 |
| shared_columns | b | 0 | y | `1,6` | `3,9` | `2,7->4,9` | `1,6->3,9` | 5 | 16384 | 4 | min=431 avg=432.750 med=432.500 max=435 | min=61 avg=62.750 med=62.500 max=65 | 4 | 2869 |
| shared_columns | b | 0 | y | `1,6` | `4,9` | `2,7->4,9` | `1,6->4,9` | 6 | 16384 | 4 | min=432 avg=433.500 med=433.000 max=436 | min=62 avg=63.500 med=63.000 max=66 | 4 | 2862 |
| shared_columns | a | 1 | x | `1,2` | `2,3` | `4,5->2,3` | `15,9->14,8` | 27 | 16384 | 4 | min=923 avg=925.000 med=924.000 max=929 | min=265 avg=267.000 med=266.000 max=271 | 4 | 2996 |
| shared_columns | a | 1 | x | `1,2` | `3,3` | `4,5->2,3` | `15,9->13,8` | 26 | 16384 | 4 | min=906 avg=910.250 med=910.000 max=915 | min=248 avg=252.250 med=252.000 max=257 | 4 | 2994 |
| shared_columns | a | 1 | x | `1,2` | `4,3` | `4,5->2,3` | `15,9->12,8` | 25 | 16384 | 4 | min=901 avg=901.750 med=902.000 max=902 | min=243 avg=243.750 med=244.000 max=244 | 4 | 2986 |
| shared_columns | a | 1 | x | `1,2` | `2,4` | `4,5->2,3` | `15,9->14,7` | 26 | 16384 | 4 | min=909 avg=914.500 med=915.000 max=919 | min=251 avg=256.500 med=257.000 max=261 | 4 | 2985 |
| shared_columns | a | 1 | x | `1,2` | `3,4` | `4,5->2,3` | `15,9->13,7` | 25 | 16384 | 4 | min=896 avg=900.000 med=899.500 max=905 | min=238 avg=242.000 med=241.500 max=247 | 4 | 2993 |
| shared_columns | a | 1 | x | `1,2` | `4,4` | `4,5->2,3` | `15,9->12,7` | 24 | 16384 | 4 | min=883 avg=887.000 med=886.500 max=892 | min=225 avg=229.000 med=228.500 max=234 | 4 | 2983 |
| shared_columns | a | 1 | x | `1,2` | `2,5` | `4,5->2,3` | `15,9->14,6` | 25 | 16384 | 4 | min=901 avg=902.750 med=902.500 max=905 | min=243 avg=244.750 med=244.500 max=247 | 4 | 2979 |
| shared_columns | a | 1 | x | `1,2` | `3,5` | `4,5->2,3` | `15,9->13,6` | 24 | 16384 | 4 | min=887 avg=890.500 med=891.500 max=892 | min=229 avg=232.500 med=233.500 max=234 | 4 | 2998 |
| shared_columns | a | 1 | x | `1,2` | `4,5` | `4,5->2,3` | `15,9->12,6` | 23 | 16384 | 4 | min=873 avg=876.000 med=875.500 max=880 | min=215 avg=218.000 med=217.500 max=222 | 4 | 2960 |
| shared_columns | b | 1 | x | `1,6` | `2,7` | `4,9->2,7` | `15,5->14,4` | 27 | 16384 | 4 | min=919 avg=923.250 med=923.000 max=928 | min=261 avg=265.250 med=265.000 max=270 | 4 | 2979 |
| shared_columns | b | 1 | x | `1,6` | `3,7` | `4,9->2,7` | `15,5->13,4` | 26 | 16384 | 4 | min=907 avg=909.000 med=909.000 max=911 | min=249 avg=251.000 med=251.000 max=253 | 4 | 2980 |
| shared_columns | b | 1 | x | `1,6` | `4,7` | `4,9->2,7` | `15,5->12,4` | 25 | 16384 | 4 | min=895 avg=897.250 med=897.000 max=900 | min=237 avg=239.250 med=239.000 max=242 | 4 | 2992 |
| shared_columns | b | 1 | x | `1,6` | `2,8` | `4,9->2,7` | `15,5->14,3` | 26 | 16384 | 4 | min=910 avg=912.500 med=912.500 max=915 | min=252 avg=254.500 med=254.500 max=257 | 4 | 2992 |
| shared_columns | b | 1 | x | `1,6` | `3,8` | `4,9->2,7` | `15,5->13,3` | 25 | 16384 | 4 | min=905 avg=905.750 med=905.000 max=908 | min=247 avg=247.750 med=247.000 max=250 | 4 | 2992 |
| shared_columns | b | 1 | x | `1,6` | `4,8` | `4,9->2,7` | `15,5->12,3` | 24 | 16384 | 4 | min=883 avg=888.500 med=888.500 max=894 | min=225 avg=230.500 med=230.500 max=236 | 4 | 2989 |
| shared_columns | b | 1 | x | `1,6` | `2,9` | `4,9->2,7` | `15,5->14,2` | 25 | 16384 | 4 | min=901 avg=906.750 med=907.000 max=912 | min=243 avg=248.750 med=249.000 max=254 | 4 | 2985 |
| shared_columns | b | 1 | x | `1,6` | `3,9` | `4,9->2,7` | `15,5->13,2` | 24 | 16384 | 4 | min=892 avg=893.500 med=893.500 max=895 | min=234 avg=235.500 med=235.500 max=237 | 4 | 2992 |
| shared_columns | b | 1 | x | `1,6` | `4,9` | `4,9->2,7` | `15,5->12,2` | 23 | 16384 | 4 | min=880 avg=881.000 med=881.000 max=882 | min=222 avg=223.000 med=223.000 max=224 | 4 | 2996 |
| shared_columns | a | 1 | y | `1,2` | `2,3` | `4,5->2,3` | `15,9->14,8` | 27 | 16384 | 4 | min=920 avg=921.500 med=921.000 max=924 | min=262 avg=263.500 med=263.000 max=266 | 4 | 3003 |
| shared_columns | a | 1 | y | `1,2` | `3,3` | `4,5->2,3` | `15,9->13,8` | 26 | 16384 | 4 | min=905 avg=908.500 med=906.500 max=916 | min=247 avg=250.500 med=248.500 max=258 | 4 | 3000 |
| shared_columns | a | 1 | y | `1,2` | `4,3` | `4,5->2,3` | `15,9->12,8` | 25 | 16384 | 4 | min=896 avg=897.000 med=897.000 max=898 | min=238 avg=239.000 med=239.000 max=240 | 4 | 2998 |
| shared_columns | a | 1 | y | `1,2` | `2,4` | `4,5->2,3` | `15,9->14,7` | 26 | 16384 | 4 | min=917 avg=918.750 med=919.000 max=920 | min=259 avg=260.750 med=261.000 max=262 | 4 | 2981 |
| shared_columns | a | 1 | y | `1,2` | `3,4` | `4,5->2,3` | `15,9->13,7` | 25 | 16384 | 4 | min=899 avg=903.250 med=903.500 max=907 | min=241 avg=245.250 med=245.500 max=249 | 4 | 2990 |
| shared_columns | a | 1 | y | `1,2` | `4,4` | `4,5->2,3` | `15,9->12,7` | 24 | 16384 | 4 | min=883 avg=887.000 med=887.500 max=890 | min=225 avg=229.000 med=229.500 max=232 | 4 | 2983 |
| shared_columns | a | 1 | y | `1,2` | `2,5` | `4,5->2,3` | `15,9->14,6` | 25 | 16384 | 4 | min=902 avg=906.250 med=906.500 max=910 | min=244 avg=248.250 med=248.500 max=252 | 4 | 2969 |
| shared_columns | a | 1 | y | `1,2` | `3,5` | `4,5->2,3` | `15,9->13,6` | 24 | 16384 | 4 | min=889 avg=891.750 med=891.500 max=895 | min=231 avg=233.750 med=233.500 max=237 | 4 | 2989 |
| shared_columns | a | 1 | y | `1,2` | `4,5` | `4,5->2,3` | `15,9->12,6` | 23 | 16384 | 4 | min=873 avg=878.000 med=878.500 max=882 | min=215 avg=220.000 med=220.500 max=224 | 4 | 2968 |
| shared_columns | b | 1 | y | `1,6` | `2,7` | `4,9->2,7` | `15,5->14,4` | 27 | 16384 | 4 | min=922 avg=924.250 med=923.000 max=929 | min=264 avg=266.250 med=265.000 max=271 | 4 | 2988 |
| shared_columns | b | 1 | y | `1,6` | `3,7` | `4,9->2,7` | `15,5->13,4` | 26 | 16384 | 4 | min=909 avg=913.000 med=913.500 max=916 | min=251 avg=255.000 med=255.500 max=258 | 4 | 2965 |
| shared_columns | b | 1 | y | `1,6` | `4,7` | `4,9->2,7` | `15,5->12,4` | 25 | 16384 | 4 | min=890 avg=893.750 med=892.000 max=901 | min=232 avg=235.750 med=234.000 max=243 | 4 | 3000 |
| shared_columns | b | 1 | y | `1,6` | `2,8` | `4,9->2,7` | `15,5->14,3` | 26 | 16384 | 4 | min=911 avg=916.500 med=917.500 max=920 | min=253 avg=258.500 med=259.500 max=262 | 4 | 2992 |
| shared_columns | b | 1 | y | `1,6` | `3,8` | `4,9->2,7` | `15,5->13,3` | 25 | 16384 | 4 | min=897 avg=898.500 med=898.500 max=900 | min=239 avg=240.500 med=240.500 max=242 | 4 | 2998 |
| shared_columns | b | 1 | y | `1,6` | `4,8` | `4,9->2,7` | `15,5->12,3` | 24 | 16384 | 4 | min=887 avg=888.250 med=888.500 max=889 | min=229 avg=230.250 med=230.500 max=231 | 4 | 2990 |
| shared_columns | b | 1 | y | `1,6` | `2,9` | `4,9->2,7` | `15,5->14,2` | 25 | 16384 | 4 | min=902 avg=904.750 med=905.500 max=906 | min=244 avg=246.750 med=247.500 max=248 | 4 | 2999 |
| shared_columns | b | 1 | y | `1,6` | `3,9` | `4,9->2,7` | `15,5->13,2` | 24 | 16384 | 4 | min=888 avg=890.250 med=890.500 max=892 | min=230 avg=232.250 med=232.500 max=234 | 4 | 2969 |
| shared_columns | b | 1 | y | `1,6` | `4,9` | `4,9->2,7` | `15,5->12,2` | 23 | 16384 | 4 | min=872 avg=874.000 med=874.500 max=875 | min=214 avg=216.000 med=216.500 max=217 | 4 | 2987 |
