| noc | major | reserve | depth | source | receiver | rect | bytes | iters | seen-issue cyc | seen-sent cyc | sent reqs | recv polls |
| 0 | y | 1 | 2 | `1,2` | `3,5` | `2,3->4,5` | 1024 | 8 | min=233 avg=238.000 med=238.000 max=241 | min=57 avg=61.500 med=62.000 max=65 | 16 | 8962 |
| 0 | y | 1 | 2 | `1,2` | `4,5` | `2,3->4,5` | 1024 | 8 | min=237 avg=241.000 med=241.000 max=245 | min=57 avg=64.500 med=65.000 max=69 | 16 | 8957 |

| noc | major | reserve | depth | source | receiver | rect | bytes | iters | seen-issue cyc | seen-sent cyc | sent reqs | recv polls |
|---:|---|---:|---:|---|---|---|---:|---:|---|---|---:|---:|
| 0 | y | 1 | 4 | `1,2` | `2,3` | `2,3->4,5` | 1024 | 8 | min=276 avg=284.875 med=283.000 max=307 | min=30 avg=35.750 med=36.000 max=39 | 32 | 8989 |
| 0 | y | 1 | 4 | `1,2` | `3,3` | `2,3->4,5` | 1024 | 8 | min=280 avg=287.000 med=283.500 max=312 | min=34 avg=37.875 med=37.500 max=41 | 32 | 9028 |
| 0 | y | 1 | 4 | `1,2` | `4,3` | `2,3->4,5` | 1024 | 8 | min=289 avg=296.125 med=293.500 max=314 | min=43 avg=47.000 med=46.000 max=53 | 32 | 8990 |
| 0 | y | 1 | 4 | `1,2` | `2,4` | `2,3->4,5` | 1024 | 8 | min=285 avg=293.125 med=289.500 max=318 | min=39 avg=44.000 med=43.500 max=47 | 32 | 8978 |
| 0 | y | 1 | 4 | `1,2` | `3,4` | `2,3->4,5` | 1024 | 8 | min=289 avg=296.875 med=294.000 max=320 | min=43 avg=47.750 med=48.000 max=52 | 32 | 9017 |
| 0 | y | 1 | 4 | `1,2` | `4,4` | `2,3->4,5` | 1024 | 8 | min=293 avg=301.625 med=302.500 max=320 | min=47 avg=52.500 med=52.500 max=58 | 32 | 8978 |
| 0 | y | 1 | 4 | `1,2` | `2,5` | `2,3->4,5` | 1024 | 8 | min=294 avg=301.750 med=299.500 max=326 | min=48 avg=52.625 med=53.500 max=57 | 32 | 8991 |
| 0 | y | 1 | 4 | `1,2` | `3,5` | `2,3->4,5` | 1024 | 8 | min=298 avg=307.000 med=307.500 max=326 | min=52 avg=57.875 med=58.000 max=63 | 32 | 9006 |
| 0 | y | 1 | 4 | `1,2` | `4,5` | `2,3->4,5` | 1024 | 8 | min=302 avg=311.250 med=311.500 max=331 | min=56 avg=62.125 med=62.500 max=67 | 32 | 8992 |

| noc | major | reserve | depth | source | receiver | rect | bytes | iters | seen-issue cyc | seen-sent cyc | sent reqs | recv polls |
|---:|---|---:|---:|---|---|---|---:|---:|---|---|---:|---:|
| 0 | y | 1 | 1 | `1,2` | `2,3` | `2,3->4,5` | 16384 | 8 | min=437 avg=441.875 med=441.000 max=448 | min=28 avg=32.875 med=32.000 max=39 | 8 | 9102 |
| 0 | y | 1 | 1 | `1,2` | `3,3` | `2,3->4,5` | 16384 | 8 | min=441 avg=446.875 med=447.000 max=452 | min=32 avg=37.875 med=38.000 max=43 | 8 | 9087 |
| 0 | y | 1 | 1 | `1,2` | `4,3` | `2,3->4,5` | 16384 | 8 | min=453 avg=455.250 med=454.500 max=458 | min=44 avg=46.250 med=45.500 max=49 | 8 | 9116 |
| 0 | y | 1 | 1 | `1,2` | `2,4` | `2,3->4,5` | 16384 | 8 | min=449 avg=452.250 med=451.500 max=458 | min=40 avg=43.250 med=42.500 max=49 | 8 | 9084 |
| 0 | y | 1 | 1 | `1,2` | `3,4` | `2,3->4,5` | 16384 | 8 | min=450 avg=455.500 med=454.000 max=463 | min=41 avg=46.500 med=45.000 max=54 | 8 | 9074 |
| 0 | y | 1 | 1 | `1,2` | `4,4` | `2,3->4,5` | 16384 | 8 | min=457 avg=459.250 med=458.500 max=462 | min=48 avg=50.250 med=49.500 max=53 | 8 | 9116 |
| 0 | y | 1 | 1 | `1,2` | `2,5` | `2,3->4,5` | 16384 | 8 | min=456 avg=463.250 med=464.000 max=468 | min=47 avg=54.250 med=55.000 max=59 | 8 | 9059 |
| 0 | y | 1 | 1 | `1,2` | `3,5` | `2,3->4,5` | 16384 | 8 | min=461 avg=464.500 med=464.500 max=469 | min=52 avg=55.500 med=55.500 max=60 | 8 | 9099 |
| 0 | y | 1 | 1 | `1,2` | `4,5` | `2,3->4,5` | 16384 | 8 | min=465 avg=468.250 med=466.500 max=476 | min=56 avg=59.250 med=57.500 max=67 | 8 | 9047 |

| noc | major | reserve | depth | source | receiver | rect | bytes | iters | seen-issue cyc | seen-sent cyc | sent reqs | recv polls |
|---:|---|---:|---:|---|---|---|---:|---:|---|---|---:|---:|
| 0 | y | 1 | 2 | `1,2` | `2,3` | `2,3->4,5` | 16384 | 8 | min=703 avg=708.375 med=708.000 max=713 | min=31 avg=35.875 med=36.000 max=41 | 16 | 9268 |
| 0 | y | 1 | 2 | `1,2` | `3,3` | `2,3->4,5` | 16384 | 8 | min=708 avg=713.250 med=713.000 max=718 | min=36 avg=40.750 med=41.000 max=46 | 16 | 9292 |
| 0 | y | 1 | 2 | `1,2` | `4,3` | `2,3->4,5` | 16384 | 8 | min=718 avg=722.000 med=721.000 max=728 | min=46 avg=49.500 med=49.000 max=56 | 16 | 9277 |
| 0 | y | 1 | 2 | `1,2` | `2,4` | `2,3->4,5` | 16384 | 8 | min=711 avg=716.375 med=715.500 max=724 | min=38 avg=43.875 med=43.500 max=52 | 16 | 9280 |
| 0 | y | 1 | 2 | `1,2` | `3,4` | `2,3->4,5` | 16384 | 8 | min=716 avg=722.000 med=721.500 max=728 | min=44 avg=49.500 med=49.000 max=56 | 16 | 9267 |
| 0 | y | 1 | 2 | `1,2` | `4,4` | `2,3->4,5` | 16384 | 8 | min=722 avg=727.250 med=727.000 max=732 | min=50 avg=54.750 med=54.500 max=60 | 16 | 9280 |
| 0 | y | 1 | 2 | `1,2` | `2,5` | `2,3->4,5` | 16384 | 8 | min=724 avg=727.750 med=728.500 max=731 | min=50 avg=55.250 med=56.500 max=59 | 16 | 9279 |
| 0 | y | 1 | 2 | `1,2` | `3,5` | `2,3->4,5` | 16384 | 8 | min=726 avg=731.625 med=732.000 max=737 | min=54 avg=59.125 med=58.500 max=65 | 16 | 9294 |
| 0 | y | 1 | 2 | `1,2` | `4,5` | `2,3->4,5` | 16384 | 8 | min=731 avg=734.375 med=733.500 max=742 | min=59 avg=61.875 med=61.500 max=67 | 16 | 9307 |

| noc | major | reserve | depth | source | receiver | rect | bytes | iters | seen-issue cyc | seen-sent cyc | sent reqs | recv polls |
|---:|---|---:|---:|---|---|---|---:|---:|---|---|---:|---:|
| 0 | y | 1 | 4 | `1,2` | `2,3` | `2,3->4,5` | 16384 | 8 | min=1237 avg=1244.250 med=1246.000 max=1248 | min=30 avg=36.125 med=36.500 max=41 | 32 | 9686 |
| 0 | y | 1 | 4 | `1,2` | `3,3` | `2,3->4,5` | 16384 | 8 | min=1243 avg=1249.500 med=1250.500 max=1256 | min=37 avg=41.375 med=41.500 max=46 | 32 | 9685 |
| 0 | y | 1 | 4 | `1,2` | `4,3` | `2,3->4,5` | 16384 | 8 | min=1249 avg=1255.375 med=1255.500 max=1262 | min=43 avg=47.250 med=48.500 max=52 | 32 | 9670 |
| 0 | y | 1 | 4 | `1,2` | `2,4` | `2,3->4,5` | 16384 | 8 | min=1245 avg=1251.375 med=1250.000 max=1262 | min=38 avg=43.250 med=43.000 max=48 | 32 | 9657 |
| 0 | y | 1 | 4 | `1,2` | `3,4` | `2,3->4,5` | 16384 | 8 | min=1248 avg=1257.500 med=1258.500 max=1261 | min=42 avg=49.375 med=50.000 max=55 | 32 | 9685 |
| 0 | y | 1 | 4 | `1,2` | `4,4` | `2,3->4,5` | 16384 | 8 | min=1256 avg=1261.625 med=1262.000 max=1266 | min=49 avg=53.500 med=53.000 max=60 | 32 | 9681 |
| 0 | y | 1 | 4 | `1,2` | `2,5` | `2,3->4,5` | 16384 | 8 | min=1255 avg=1260.375 med=1257.500 max=1271 | min=49 avg=52.250 med=51.500 max=57 | 32 | 9659 |
| 0 | y | 1 | 4 | `1,2` | `3,5` | `2,3->4,5` | 16384 | 8 | min=1260 avg=1266.375 med=1265.000 max=1276 | min=53 avg=58.250 med=58.500 max=62 | 32 | 9687 |
| 0 | y | 1 | 4 | `1,2` | `4,5` | `2,3->4,5` | 16384 | 8 | min=1266 avg=1270.750 med=1271.000 max=1274 | min=58 avg=62.625 med=62.500 max=68 | 32 | 9669 |

| noc | major | reserve | depth | source | receiver | rect | bytes | iters | seen-issue cyc | seen-sent cyc | sent reqs | recv polls |
|---:|---|---:|---:|---|---|---|---:|---:|---|---|---:|---:|
| 1 | x | 1 | 1 | `1,2` | `2,3` | `4,5->2,3` | 64 | 8 | min=694 avg=698.250 med=698.500 max=702 | min=629 avg=633.250 med=633.500 max=637 | 8 | 8924 |
| 1 | x | 1 | 1 | `1,2` | `3,3` | `4,5->2,3` | 64 | 8 | min=680 avg=683.500 med=683.500 max=689 | min=615 avg=618.500 med=618.500 max=624 | 8 | 8914 |
| 1 | x | 1 | 1 | `1,2` | `4,3` | `4,5->2,3` | 64 | 8 | min=671 avg=674.125 med=673.000 max=680 | min=606 avg=609.125 med=608.000 max=615 | 8 | 8890 |
| 1 | x | 1 | 1 | `1,2` | `2,4` | `4,5->2,3` | 64 | 8 | min=685 avg=689.500 med=689.500 max=694 | min=620 avg=624.500 med=624.500 max=629 | 8 | 8937 |
| 1 | x | 1 | 1 | `1,2` | `3,4` | `4,5->2,3` | 64 | 8 | min=672 avg=676.625 med=676.500 max=680 | min=607 avg=611.625 med=611.500 max=615 | 8 | 8863 |
| 1 | x | 1 | 1 | `1,2` | `4,4` | `4,5->2,3` | 64 | 8 | min=657 avg=662.000 med=662.500 max=666 | min=592 avg=597.000 med=597.500 max=601 | 8 | 8888 |
| 1 | x | 1 | 1 | `1,2` | `2,5` | `4,5->2,3` | 64 | 8 | min=676 avg=681.125 med=681.500 max=685 | min=611 avg=616.125 med=616.500 max=620 | 8 | 8912 |
| 1 | x | 1 | 1 | `1,2` | `3,5` | `4,5->2,3` | 64 | 8 | min=662 avg=665.875 med=664.500 max=671 | min=597 avg=600.875 med=599.500 max=606 | 8 | 8926 |
| 1 | x | 1 | 1 | `1,2` | `4,5` | `4,5->2,3` | 64 | 8 | min=648 avg=653.375 med=654.000 max=657 | min=583 avg=588.375 med=589.000 max=592 | 8 | 8871 |

| noc | major | reserve | depth | source | receiver | rect | bytes | iters | seen-issue cyc | seen-sent cyc | sent reqs | recv polls |
|---:|---|---:|---:|---|---|---|---:|---:|---|---|---:|---:|
| 1 | x | 1 | 2 | `1,2` | `2,3` | `4,5->2,3` | 64 | 8 | min=697 avg=702.125 med=701.500 max=707 | min=595 avg=598.625 med=598.000 max=603 | 16 | 8865 |
| 1 | x | 1 | 2 | `1,2` | `3,3` | `4,5->2,3` | 64 | 8 | min=687 avg=689.250 med=688.500 max=693 | min=583 avg=585.750 med=584.500 max=593 | 16 | 8892 |
| 1 | x | 1 | 2 | `1,2` | `4,3` | `4,5->2,3` | 64 | 8 | min=674 avg=677.250 med=676.000 max=682 | min=570 avg=573.750 med=572.000 max=582 | 16 | 8915 |
| 1 | x | 1 | 2 | `1,2` | `2,4` | `4,5->2,3` | 64 | 8 | min=688 avg=692.375 med=691.000 max=698 | min=584 avg=588.875 med=589.000 max=594 | 16 | 8892 |
| 1 | x | 1 | 2 | `1,2` | `3,4` | `4,5->2,3` | 64 | 8 | min=675 avg=678.375 med=678.000 max=683 | min=571 avg=574.875 med=574.000 max=583 | 16 | 8915 |
| 1 | x | 1 | 2 | `1,2` | `4,4` | `4,5->2,3` | 64 | 8 | min=660 avg=664.500 med=665.000 max=669 | min=556 avg=561.000 med=563.000 max=565 | 16 | 8861 |
| 1 | x | 1 | 2 | `1,2` | `2,5` | `4,5->2,3` | 64 | 8 | min=679 avg=684.000 med=684.500 max=688 | min=575 avg=580.500 med=581.000 max=584 | 16 | 8960 |
| 1 | x | 1 | 2 | `1,2` | `3,5` | `4,5->2,3` | 64 | 8 | min=666 avg=669.625 med=668.500 max=675 | min=562 avg=566.125 med=566.500 max=571 | 16 | 8874 |
| 1 | x | 1 | 2 | `1,2` | `4,5` | `4,5->2,3` | 64 | 8 | min=651 avg=656.000 med=656.500 max=660 | min=547 avg=552.500 med=552.500 max=560 | 16 | 8969 |

| noc | major | reserve | depth | source | receiver | rect | bytes | iters | seen-issue cyc | seen-sent cyc | sent reqs | recv polls |
|---:|---|---:|---:|---|---|---|---:|---:|---|---|---:|---:|
| 1 | x | 1 | 4 | `1,2` | `2,3` | `4,5->2,3` | 64 | 8 | min=774 avg=781.375 med=780.000 max=800 | min=248 avg=254.125 med=254.000 max=264 | 32 | 9154 |
| 1 | x | 1 | 4 | `1,2` | `3,3` | `4,5->2,3` | 64 | 8 | min=760 avg=766.250 med=762.500 max=792 | min=234 avg=239.000 med=236.500 max=256 | 32 | 9233 |
| 1 | x | 1 | 4 | `1,2` | `4,3` | `4,5->2,3` | 64 | 8 | min=751 avg=757.000 med=754.500 max=777 | min=225 avg=229.750 med=228.500 max=241 | 32 | 9166 |
| 1 | x | 1 | 4 | `1,2` | `2,4` | `4,5->2,3` | 64 | 8 | min=765 avg=773.000 med=771.000 max=792 | min=239 avg=245.750 med=245.000 max=256 | 32 | 9248 |
| 1 | x | 1 | 4 | `1,2` | `3,4` | `4,5->2,3` | 64 | 8 | min=755 avg=761.250 med=759.000 max=783 | min=229 avg=234.000 med=233.000 max=247 | 32 | 9242 |
| 1 | x | 1 | 4 | `1,2` | `4,4` | `4,5->2,3` | 64 | 8 | min=738 avg=743.875 med=743.500 max=761 | min=212 avg=216.625 med=217.500 max=225 | 32 | 9248 |
| 1 | x | 1 | 4 | `1,2` | `2,5` | `4,5->2,3` | 64 | 8 | min=756 avg=761.750 med=756.000 max=790 | min=230 avg=234.500 med=230.000 max=254 | 32 | 9137 |
| 1 | x | 1 | 4 | `1,2` | `3,5` | `4,5->2,3` | 64 | 8 | min=742 avg=749.500 med=747.500 max=774 | min=216 avg=222.250 med=221.500 max=238 | 32 | 9137 |
| 1 | x | 1 | 4 | `1,2` | `4,5` | `4,5->2,3` | 64 | 8 | min=728 avg=733.500 med=728.000 max=760 | min=202 avg=206.250 med=202.000 max=224 | 32 | 9133 |

| noc | major | reserve | depth | source | receiver | rect | bytes | iters | seen-issue cyc | seen-sent cyc | sent reqs | recv polls |
|---:|---|---:|---:|---|---|---|---:|---:|---|---|---:|---:|
| 1 | x | 1 | 1 | `1,2` | `2,3` | `4,5->2,3` | 1024 | 8 | min=710 avg=714.375 med=713.500 max=719 | min=253 avg=257.375 med=256.500 max=262 | 8 | 9171 |
| 1 | x | 1 | 1 | `1,2` | `3,3` | `4,5->2,3` | 1024 | 8 | min=695 avg=699.750 med=700.000 max=704 | min=238 avg=242.750 med=243.000 max=247 | 8 | 9126 |
| 1 | x | 1 | 1 | `1,2` | `4,3` | `4,5->2,3` | 1024 | 8 | min=689 avg=691.750 med=691.000 max=696 | min=232 avg=234.750 med=234.000 max=239 | 8 | 9168 |
| 1 | x | 1 | 1 | `1,2` | `2,4` | `4,5->2,3` | 1024 | 8 | min=700 avg=705.250 med=706.500 max=709 | min=243 avg=248.250 med=249.500 max=252 | 8 | 9164 |
| 1 | x | 1 | 1 | `1,2` | `3,4` | `4,5->2,3` | 1024 | 8 | min=687 avg=691.250 med=690.500 max=696 | min=230 avg=234.250 med=233.500 max=239 | 8 | 9140 |
| 1 | x | 1 | 1 | `1,2` | `4,4` | `4,5->2,3` | 1024 | 8 | min=672 avg=677.125 med=677.500 max=681 | min=215 avg=220.125 med=220.500 max=224 | 8 | 9136 |
| 1 | x | 1 | 1 | `1,2` | `2,5` | `4,5->2,3` | 1024 | 8 | min=691 avg=695.875 med=696.000 max=701 | min=234 avg=238.875 med=239.000 max=244 | 8 | 9138 |
| 1 | x | 1 | 1 | `1,2` | `3,5` | `4,5->2,3` | 1024 | 8 | min=680 avg=682.750 med=682.000 max=687 | min=223 avg=225.750 med=225.000 max=230 | 8 | 9179 |
| 1 | x | 1 | 1 | `1,2` | `4,5` | `4,5->2,3` | 1024 | 8 | min=663 avg=666.375 med=666.000 max=671 | min=206 avg=209.375 med=209.000 max=214 | 8 | 9164 |

| noc | major | reserve | depth | source | receiver | rect | bytes | iters | seen-issue cyc | seen-sent cyc | sent reqs | recv polls |
|---:|---|---:|---:|---|---|---|---:|---:|---|---|---:|---:|
| 1 | x | 1 | 2 | `1,2` | `2,3` | `4,5->2,3` | 1024 | 8 | min=728 avg=733.500 med=734.500 max=738 | min=256 avg=261.000 med=261.000 max=266 | 16 | 9155 |
| 1 | x | 1 | 2 | `1,2` | `3,3` | `4,5->2,3` | 1024 | 8 | min=716 avg=719.125 med=718.000 max=724 | min=242 avg=246.625 med=246.000 max=252 | 16 | 9182 |
| 1 | x | 1 | 2 | `1,2` | `4,3` | `4,5->2,3` | 1024 | 8 | min=705 avg=711.000 med=712.000 max=715 | min=233 avg=238.500 med=239.500 max=243 | 16 | 9167 |
| 1 | x | 1 | 2 | `1,2` | `2,4` | `4,5->2,3` | 1024 | 8 | min=720 avg=725.625 med=726.000 max=730 | min=248 avg=253.125 med=253.000 max=258 | 16 | 9183 |
| 1 | x | 1 | 2 | `1,2` | `3,4` | `4,5->2,3` | 1024 | 8 | min=705 avg=710.375 med=711.000 max=714 | min=232 avg=237.875 med=239.000 max=242 | 16 | 9125 |
| 1 | x | 1 | 2 | `1,2` | `4,4` | `4,5->2,3` | 1024 | 8 | min=692 avg=694.625 med=694.500 max=699 | min=216 avg=222.125 med=222.500 max=227 | 16 | 9137 |
| 1 | x | 1 | 2 | `1,2` | `2,5` | `4,5->2,3` | 1024 | 8 | min=710 avg=714.875 med=715.000 max=719 | min=238 avg=242.375 med=242.500 max=247 | 16 | 9191 |
| 1 | x | 1 | 2 | `1,2` | `3,5` | `4,5->2,3` | 1024 | 8 | min=695 avg=698.875 med=699.000 max=703 | min=223 avg=226.375 med=226.000 max=231 | 16 | 9121 |
| 1 | x | 1 | 2 | `1,2` | `4,5` | `4,5->2,3` | 1024 | 8 | min=682 avg=688.125 med=690.500 max=691 | min=210 avg=215.625 med=216.500 max=219 | 16 | 9192 |

| noc | major | reserve | depth | source | receiver | rect | bytes | iters | seen-issue cyc | seen-sent cyc | sent reqs | recv polls |
|---:|---|---:|---:|---|---|---|---:|---:|---|---|---:|---:|
| 1 | x | 1 | 4 | `1,2` | `2,3` | `4,5->2,3` | 1024 | 8 | min=797 avg=805.250 med=803.500 max=824 | min=255 avg=260.125 med=259.500 max=265 | 32 | 9183 |
| 1 | x | 1 | 4 | `1,2` | `3,3` | `4,5->2,3` | 1024 | 8 | min=783 avg=789.125 med=785.000 max=811 | min=241 avg=244.000 med=243.000 max=251 | 32 | 9207 |
| 1 | x | 1 | 4 | `1,2` | `4,3` | `4,5->2,3` | 1024 | 8 | min=774 avg=782.125 med=780.000 max=807 | min=232 avg=237.000 med=238.000 max=242 | 32 | 9222 |
| 1 | x | 1 | 4 | `1,2` | `2,4` | `4,5->2,3` | 1024 | 8 | min=788 avg=794.875 med=792.000 max=816 | min=246 avg=249.750 med=249.000 max=256 | 32 | 9209 |
| 1 | x | 1 | 4 | `1,2` | `3,4` | `4,5->2,3` | 1024 | 8 | min=774 avg=784.250 med=782.500 max=806 | min=232 avg=239.125 med=239.500 max=242 | 32 | 9264 |
| 1 | x | 1 | 4 | `1,2` | `4,4` | `4,5->2,3` | 1024 | 8 | min=760 avg=769.500 med=769.000 max=787 | min=218 avg=224.375 med=226.500 max=228 | 32 | 9235 |
| 1 | x | 1 | 4 | `1,2` | `2,5` | `4,5->2,3` | 1024 | 8 | min=783 avg=788.750 med=786.000 max=810 | min=241 avg=243.625 med=243.500 max=247 | 32 | 9260 |
| 1 | x | 1 | 4 | `1,2` | `3,5` | `4,5->2,3` | 1024 | 8 | min=765 avg=773.125 med=772.500 max=792 | min=223 avg=228.000 med=228.500 max=233 | 32 | 9219 |
| 1 | x | 1 | 4 | `1,2` | `4,5` | `4,5->2,3` | 1024 | 8 | min=751 avg=760.000 med=758.000 max=778 | min=209 avg=214.875 med=215.500 max=219 | 32 | 9233 |

| noc | major | reserve | depth | source | receiver | rect | bytes | iters | seen-issue cyc | seen-sent cyc | sent reqs | recv polls |
|---:|---|---:|---:|---|---|---|---:|---:|---|---|---:|---:|
| 1 | x | 1 | 1 | `1,2` | `2,3` | `4,5->2,3` | 16384 | 8 | min=958 avg=962.250 med=961.500 max=968 | min=261 avg=265.250 med=264.500 max=271 | 8 | 9368 |
| 1 | x | 1 | 1 | `1,2` | `3,3` | `4,5->2,3` | 16384 | 8 | min=943 avg=950.000 med=950.000 max=954 | min=246 avg=253.000 med=253.000 max=257 | 8 | 9340 |
| 1 | x | 1 | 1 | `1,2` | `4,3` | `4,5->2,3` | 16384 | 8 | min=935 avg=939.000 med=938.000 max=945 | min=238 avg=242.000 med=241.000 max=248 | 8 | 9298 |
| 1 | x | 1 | 1 | `1,2` | `2,4` | `4,5->2,3` | 16384 | 8 | min=949 avg=952.500 med=952.500 max=955 | min=252 avg=255.500 med=255.500 max=258 | 8 | 9324 |
| 1 | x | 1 | 1 | `1,2` | `3,4` | `4,5->2,3` | 16384 | 8 | min=936 avg=942.375 med=943.500 max=947 | min=239 avg=245.375 med=246.500 max=250 | 8 | 9336 |
| 1 | x | 1 | 1 | `1,2` | `4,4` | `4,5->2,3` | 16384 | 8 | min=924 avg=928.500 med=929.000 max=933 | min=227 avg=231.500 med=232.000 max=236 | 8 | 9337 |
| 1 | x | 1 | 1 | `1,2` | `2,5` | `4,5->2,3` | 16384 | 8 | min=941 avg=947.375 med=948.500 max=951 | min=244 avg=250.375 med=251.500 max=254 | 8 | 9294 |
| 1 | x | 1 | 1 | `1,2` | `3,5` | `4,5->2,3` | 16384 | 8 | min=927 avg=931.250 med=929.000 max=938 | min=230 avg=234.250 med=232.000 max=241 | 8 | 9365 |
| 1 | x | 1 | 1 | `1,2` | `4,5` | `4,5->2,3` | 16384 | 8 | min=910 avg=915.250 med=913.500 max=924 | min=213 avg=218.250 med=216.500 max=227 | 8 | 9347 |

| noc | major | reserve | depth | source | receiver | rect | bytes | iters | seen-issue cyc | seen-sent cyc | sent reqs | recv polls |
|---:|---|---:|---:|---|---|---|---:|---:|---|---|---:|---:|
| 1 | x | 1 | 2 | `1,2` | `2,3` | `4,5->2,3` | 16384 | 8 | min=1224 avg=1229.625 med=1232.000 max=1234 | min=265 avg=273.125 med=272.500 max=281 | 16 | 9520 |
| 1 | x | 1 | 2 | `1,2` | `3,3` | `4,5->2,3` | 16384 | 8 | min=1211 avg=1215.625 med=1216.000 max=1221 | min=253 avg=259.125 med=259.000 max=263 | 16 | 9533 |
| 1 | x | 1 | 2 | `1,2` | `4,3` | `4,5->2,3` | 16384 | 8 | min=1201 avg=1204.250 med=1204.500 max=1209 | min=243 avg=247.750 med=249.000 max=254 | 16 | 9516 |
| 1 | x | 1 | 2 | `1,2` | `2,4` | `4,5->2,3` | 16384 | 8 | min=1214 avg=1219.625 med=1219.500 max=1227 | min=256 avg=263.125 med=263.500 max=267 | 16 | 9492 |
| 1 | x | 1 | 2 | `1,2` | `3,4` | `4,5->2,3` | 16384 | 8 | min=1200 avg=1203.375 med=1202.000 max=1211 | min=242 avg=246.875 med=246.500 max=253 | 16 | 9545 |
| 1 | x | 1 | 2 | `1,2` | `4,4` | `4,5->2,3` | 16384 | 8 | min=1186 avg=1190.375 med=1190.500 max=1195 | min=226 avg=233.875 med=233.500 max=243 | 16 | 9486 |
| 1 | x | 1 | 2 | `1,2` | `2,5` | `4,5->2,3` | 16384 | 8 | min=1208 avg=1211.125 med=1210.500 max=1216 | min=248 avg=254.625 med=254.000 max=264 | 16 | 9500 |
| 1 | x | 1 | 2 | `1,2` | `3,5` | `4,5->2,3` | 16384 | 8 | min=1193 avg=1197.500 med=1198.000 max=1200 | min=236 avg=241.000 med=240.500 max=247 | 16 | 9516 |
| 1 | x | 1 | 2 | `1,2` | `4,5` | `4,5->2,3` | 16384 | 8 | min=1181 avg=1184.125 med=1185.000 max=1187 | min=221 avg=227.625 med=228.000 max=235 | 16 | 9512 |

| noc | major | reserve | depth | source | receiver | rect | bytes | iters | seen-issue cyc | seen-sent cyc | sent reqs | recv polls |
|---:|---|---:|---:|---|---|---|---:|---:|---|---|---:|---:|
| 1 | x | 1 | 4 | `1,2` | `2,3` | `4,5->2,3` | 16384 | 8 | min=1763 avg=1765.625 med=1764.500 max=1772 | min=270 avg=273.375 med=272.000 max=278 | 32 | 9910 |
| 1 | x | 1 | 4 | `1,2` | `3,3` | `4,5->2,3` | 16384 | 8 | min=1747 avg=1750.500 med=1750.500 max=1755 | min=252 avg=258.250 med=258.000 max=264 | 32 | 9922 |
| 1 | x | 1 | 4 | `1,2` | `4,3` | `4,5->2,3` | 16384 | 8 | min=1739 avg=1743.000 med=1743.500 max=1747 | min=245 avg=250.750 med=250.000 max=258 | 32 | 9921 |
| 1 | x | 1 | 4 | `1,2` | `2,4` | `4,5->2,3` | 16384 | 8 | min=1748 avg=1754.750 med=1755.000 max=1761 | min=259 avg=262.500 med=261.000 max=270 | 32 | 9867 |
| 1 | x | 1 | 4 | `1,2` | `3,4` | `4,5->2,3` | 16384 | 8 | min=1737 avg=1741.375 med=1740.500 max=1748 | min=243 avg=249.125 med=247.000 max=260 | 32 | 9894 |
| 1 | x | 1 | 4 | `1,2` | `4,4` | `4,5->2,3` | 16384 | 8 | min=1722 avg=1727.125 med=1725.500 max=1735 | min=228 avg=234.875 med=235.000 max=242 | 32 | 9920 |
| 1 | x | 1 | 4 | `1,2` | `2,5` | `4,5->2,3` | 16384 | 8 | min=1743 avg=1747.125 med=1746.000 max=1754 | min=249 avg=254.875 med=255.500 max=259 | 32 | 9935 |
| 1 | x | 1 | 4 | `1,2` | `3,5` | `4,5->2,3` | 16384 | 8 | min=1728 avg=1733.875 med=1734.000 max=1740 | min=234 avg=241.625 med=243.500 max=251 | 32 | 9894 |
| 1 | x | 1 | 4 | `1,2` | `4,5` | `4,5->2,3` | 16384 | 8 | min=1712 avg=1718.000 med=1718.000 max=1722 | min=221 avg=225.750 med=224.500 max=235 | 32 | 9918 |

| noc | major | reserve | depth | source | receiver | rect | bytes | iters | seen-issue cyc | seen-sent cyc | sent reqs | recv polls |
|---:|---|---:|---:|---|---|---|---:|---:|---|---|---:|---:|
| 1 | y | 1 | 1 | `1,2` | `2,3` | `4,5->2,3` | 64 | 8 | min=694 avg=697.000 med=697.000 max=702 | min=629 avg=632.000 med=632.000 max=637 | 8 | 8838 |
| 1 | y | 1 | 1 | `1,2` | `3,3` | `4,5->2,3` | 64 | 8 | min=680 avg=683.125 med=683.000 max=688 | min=615 avg=618.125 med=618.000 max=623 | 8 | 8878 |
| 1 | y | 1 | 1 | `1,2` | `4,3` | `4,5->2,3` | 64 | 8 | min=671 avg=675.125 med=674.000 max=680 | min=606 avg=610.125 med=609.000 max=615 | 8 | 8836 |
| 1 | y | 1 | 1 | `1,2` | `2,4` | `4,5->2,3` | 64 | 8 | min=685 avg=688.250 med=688.000 max=691 | min=620 avg=623.250 med=623.000 max=626 | 8 | 8878 |
| 1 | y | 1 | 1 | `1,2` | `3,4` | `4,5->2,3` | 64 | 8 | min=672 avg=676.125 med=676.500 max=679 | min=607 avg=611.125 med=611.500 max=614 | 8 | 8932 |
| 1 | y | 1 | 1 | `1,2` | `4,4` | `4,5->2,3` | 64 | 8 | min=657 avg=659.875 med=658.000 max=667 | min=592 avg=594.875 med=593.000 max=602 | 8 | 8860 |
